booking_id,customer_id,booking_date,departure_date,origin,destination,route,booking_channel,trip_type,customer_type,loyalty_tier,passengers,base_fare_sar,ancillary_revenue_sar,total_revenue_sar,lead_time_days,repeat_customer,lead_time_band
B00363,C0057,2025-05-10,2025-08-07,TBS,RUH,TBS-RUH,Mobile App,One-way,Leisure,No membership,4,2722,308,3030,89,Yes,46–90 days
B00364,C0180,2025-08-04,2025-09-04,CAI,JED,CAI-JED,Mobile App,Return,Visiting friends and relatives,No membership,1,632,69,701,31,Yes,22–45 days
B00365,C0198,2025-11-11,2026-01-10,IST,RUH,IST-RUH,Mobile App,Return,Visiting friends and relatives,Silver,1,844,160,1004,60,Yes,46–90 days
B00366,C0238,2025-04-29,2025-07-15,RUH,JED,RUH-JED,Mobile App,Return,Leisure,Basic,1,243,86,329,77,Yes,46–90 days
B00367,C0245,2025-02-07,2025-04-29,TBS,RUH,TBS-RUH,Website,Return,Leisure,No membership,1,720,63,783,81,No,46–90 days
B00368,C0286,2025-09-15,2025-09-29,DXB,RUH,DXB-RUH,Website,Return,Visiting friends and relatives,Basic,1,545,103,648,14,Yes,8–21 days
B00369,C0240,2025-05-23,2025-06-25,RUH,DXB,RUH-DXB,Mobile App,One-way,Leisure,No membership,2,948,124,1072,33,No,22–45 days
B00370,C0328,2025-06-05,2025-06-17,TBS,RUH,TBS-RUH,Website,Return,Leisure,No membership,2,1578,118,1696,12,No,8–21 days
B00371,C0157,2025-06-27,2025-07-05,IST,RUH,IST-RUH,Travel Agent,Return,Leisure,Silver,2,1872,266,2138,8,Yes,8–21 days
B00372,C0330,2025-07-05,2025-08-09,DXB,RUH,DXB-RUH,Website,One-way,Visiting friends and relatives,Silver,3,1622,324,1946,35,Yes,22–45 days
B00373,C0125,2025-02-18,2025-02-23,JED,RUH,JED-RUH,Mobile App,One-way,Leisure,Silver,1,349,132,481,5,Yes,1–7 days
B00374,C0201,2025-11-07,2026-01-26,RUH,DXB,RUH-DXB,Mobile App,One-way,Business,Silver,4,1884,182,2066,80,Yes,46–90 days
B00375,C0039,2025-08-12,2025-08-30,IST,RUH,IST-RUH,Online Travel Agency,One-way,Visiting friends and relatives,Basic,1,937,133,1070,18,Yes,8–21 days
B00376,C0087,2025-08-14,2025-09-04,RUH,IST,RUH-IST,Website,One-way,Visiting friends and relatives,No membership,1,926,95,1021,21,Yes,8–21 days
B00377,C0077,2025-11-30,2026-02-18,RUH,TBS,RUH-TBS,Online Travel Agency,One-way,Leisure,No membership,1,716,85,801,80,Yes,46–90 days
B00378,C0171,2025-01-25,2025-04-23,RUH,DXB,RUH-DXB,Website,Return,Business,No membership,2,883,92,975,88,No,46–90 days
B00379,C0052,2025-06-28,2025-09-01,CAI,JED,CAI-JED,Mobile App,One-way,Visiting friends and relatives,No membership,3,1816,401,2217,65,Yes,46–90 days
B00380,C0160,2025-07-07,2025-07-08,JED,RUH,JED-RUH,Website,One-way,Business,No membership,1,352,35,387,1,Yes,1–7 days
B00381,C0124,2025-05-06,2025-05-22,JED,RUH,JED-RUH,Mobile App,One-way,Leisure,No membership,3,877,324,1201,16,Yes,8–21 days
B00382,C0027,2025-11-30,2026-02-27,JED,DMM,JED-DMM,Website,One-way,Leisure,No membership,3,917,261,1178,89,Yes,46–90 days
B00383,C0087,2025-01-12,2025-01-14,RUH,TBS,RUH-TBS,Website,Return,Business,No membership,1,878,57,935,2,Yes,1–7 days
B00384,C0211,2025-05-19,2025-07-29,TBS,RUH,TBS-RUH,Website,One-way,Visiting friends and relatives,Silver,2,1512,152,1664,71,Yes,46–90 days
B00385,C0320,2025-04-05,2025-04-23,JED,CAI,JED-CAI,Website,Return,Leisure,No membership,2,1324,245,1569,18,Yes,8–21 days
B00386,C0327,2025-05-22,2025-06-11,DXB,RUH,DXB-RUH,Website,Return,Leisure,Basic,1,524,79,603,20,Yes,8–21 days
B00387,C0178,2025-05-17,2025-07-23,JED,RUH,JED-RUH,Website,One-way,Leisure,Basic,2,494,109,603,67,Yes,46–90 days
B00388,C0055,2025-02-27,2025-04-09,JED,CAI,JED-CAI,Website,Return,Leisure,Gold,1,550,154,704,41,Yes,22–45 days
B00389,C0275,2025-03-24,2025-05-09,RUH,JED,RUH-JED,Website,One-way,Leisure,No membership,2,478,138,616,46,No,46–90 days
B00390,C0289,2025-12-05,2025-12-11,RUH,TBS,RUH-TBS,Online Travel Agency,One-way,Leisure,Gold,2,1838,276,2114,6,Yes,1–7 days
B00391,C0198,2025-02-24,2025-03-27,RUH,TBS,RUH-TBS,Website,Return,Business,Silver,2,1328,118,1446,31,Yes,22–45 days
B00392,C0321,2025-03-09,2025-05-29,JED,CAI,JED-CAI,Website,Return,Leisure,Basic,1,597,60,657,81,Yes,46–90 days
B00393,C0124,2025-06-24,2025-06-26,DMM,JED,DMM-JED,Mobile App,One-way,Leisure,Basic,2,807,102,909,2,Yes,1–7 days
B00394,C0051,2025-12-18,2025-12-25,JED,RUH,JED-RUH,Online Travel Agency,Return,Leisure,No membership,2,689,109,798,7,Yes,1–7 days
B00395,C0300,2025-12-01,2026-02-27,JED,RUH,JED-RUH,Mobile App,One-way,Visiting friends and relatives,Basic,1,277,142,419,88,Yes,46–90 days
B00396,C0069,2025-03-11,2025-04-04,JED,DMM,JED-DMM,Online Travel Agency,Return,Visiting friends and relatives,Basic,1,274,146,420,24,Yes,22–45 days
B00397,C0094,2025-03-08,2025-06-03,JED,DMM,JED-DMM,Mobile App,One-way,Leisure,Silver,3,954,334,1288,87,Yes,46–90 days
B00398,C0024,2025-03-03,2025-05-11,CAI,JED,CAI-JED,Mobile App,Return,Leisure,Basic,2,1236,171,1407,69,Yes,46–90 days
B00399,C0060,2025-05-13,2025-06-03,JED,RUH,JED-RUH,Website,Return,Leisure,No membership,2,624,193,817,21,Yes,8–21 days
B00400,C0307,2025-10-03,2025-11-27,TBS,RUH,TBS-RUH,Website,Return,Leisure,Basic,2,1539,207,1746,55,Yes,46–90 days
B00401,C0001,2025-04-30,2025-06-14,DMM,JED,DMM-JED,Online Travel Agency,Return,Leisure,No membership,3,986,335,1321,45,Yes,22–45 days
B00402,C0011,2025-04-20,2025-06-16,RUH,JED,RUH-JED,Mobile App,One-way,Business,No membership,1,267,70,337,57,Yes,46–90 days
B00403,C0317,2025-12-16,2026-02-25,JED,RUH,JED-RUH,Mobile App,One-way,Leisure,Basic,2,526,186,712,71,Yes,46–90 days
B00404,C0014,2025-07-01,2025-07-04,JED,CAI,JED-CAI,Online Travel Agency,One-way,Leisure,No membership,1,849,80,929,3,Yes,1–7 days
B00405,C0162,2025-05-19,2025-08-14,JED,DMM,JED-DMM,Mobile App,Return,Business,No membership,1,314,58,372,87,Yes,46–90 days
B00406,C0134,2025-04-08,2025-05-19,RUH,JED,RUH-JED,Mobile App,One-way,Visiting friends and relatives,Basic,2,471,137,608,41,Yes,22–45 days
B00407,C0095,2025-01-02,2025-03-30,DMM,JED,DMM-JED,Website,One-way,Visiting friends and relatives,Basic,2,607,130,737,87,Yes,46–90 days
B00408,C0312,2025-02-17,2025-03-23,RUH,TBS,RUH-TBS,Online Travel Agency,One-way,Leisure,Basic,2,1487,163,1650,34,Yes,22–45 days
B00409,C0282,2025-08-22,2025-09-22,IST,RUH,IST-RUH,Website,Return,Leisure,Basic,2,1686,243,1929,31,Yes,22–45 days
B00410,C0277,2025-11-22,2025-12-11,TBS,RUH,TBS-RUH,Mobile App,Return,Leisure,No membership,1,770,103,873,19,No,8–21 days
B00411,C0040,2025-03-22,2025-05-09,RUH,JED,RUH-JED,Website,Return,Visiting friends and relatives,Silver,1,286,119,405,48,Yes,46–90 days
B00412,C0042,2025-11-22,2026-01-28,DXB,RUH,DXB-RUH,Website,One-way,Visiting friends and relatives,No membership,2,960,247,1207,67,Yes,46–90 days
B00413,C0077,2025-04-04,2025-06-07,DXB,RUH,DXB-RUH,Mobile App,One-way,Leisure,Basic,2,888,163,1051,64,Yes,46–90 days
B00414,C0233,2025-09-21,2025-12-13,JED,RUH,JED-RUH,Website,Return,Visiting friends and relatives,Basic,1,255,119,374,83,Yes,46–90 days
B00415,C0248,2025-02-27,2025-04-13,JED,RUH,JED-RUH,Online Travel Agency,Return,Business,Gold,1,255,48,303,45,Yes,22–45 days
B00416,C0325,2025-06-17,2025-07-16,JED,DMM,JED-DMM,Travel Agent,Return,Leisure,No membership,2,676,127,803,29,No,22–45 days
B00417,C0309,2025-11-27,2026-02-04,TBS,RUH,TBS-RUH,Online Travel Agency,Return,Visiting friends and relatives,No membership,3,2021,381,2402,69,Yes,46–90 days
B00418,C0284,2025-01-28,2025-02-11,TBS,RUH,TBS-RUH,Mobile App,One-way,Business,No membership,3,2389,235,2624,14,No,8–21 days
B00419,C0265,2025-06-03,2025-06-06,RUH,DXB,RUH-DXB,Online Travel Agency,Return,Visiting friends and relatives,Basic,1,601,111,712,3,Yes,1–7 days
B00420,C0279,2025-06-05,2025-08-10,JED,CAI,JED-CAI,Online Travel Agency,One-way,Leisure,Basic,2,1217,112,1329,66,Yes,46–90 days
B00421,C0159,2025-01-28,2025-02-17,RUH,JED,RUH-JED,Mobile App,Return,Business,Basic,1,320,69,389,20,Yes,8–21 days
B00422,C0246,2025-10-25,2025-12-21,JED,DMM,JED-DMM,Online Travel Agency,One-way,Leisure,Basic,2,621,210,831,57,Yes,46–90 days
B00423,C0280,2025-10-21,2025-12-15,DMM,JED,DMM-JED,Mobile App,Return,Leisure,Silver,1,276,90,366,55,Yes,46–90 days
B00424,C0154,2025-01-27,2025-03-16,IST,RUH,IST-RUH,Website,One-way,Leisure,No membership,1,866,101,967,48,Yes,46–90 days
B00425,C0028,2025-07-31,2025-08-03,TBS,RUH,TBS-RUH,Online Travel Agency,One-way,Visiting friends and relatives,No membership,1,1034,78,1112,3,Yes,1–7 days
B00426,C0320,2025-11-17,2026-02-06,RUH,DXB,RUH-DXB,Online Travel Agency,One-way,Business,No membership,2,1051,78,1129,81,No,46–90 days
B00427,C0157,2025-09-21,2025-11-18,CAI,JED,CAI-JED,Website,One-way,Leisure,Basic,1,671,128,799,58,Yes,46–90 days
B00428,C0093,2025-06-02,2025-08-21,TBS,RUH,TBS-RUH,Mobile App,Return,Leisure,Basic,1,795,49,844,80,Yes,46–90 days
B00429,C0126,2025-06-11,2025-08-23,RUH,DXB,RUH-DXB,Online Travel Agency,Return,Leisure,Gold,1,527,115,642,73,Yes,46–90 days
B00430,C0173,2025-01-17,2025-03-31,DMM,JED,DMM-JED,Mobile App,Return,Leisure,Basic,1,295,62,357,73,Yes,46–90 days
B00431,C0015,2025-02-04,2025-04-10,JED,DMM,JED-DMM,Online Travel Agency,Return,Leisure,No membership,1,291,91,382,65,Yes,46–90 days
B00432,C0167,2025-12-12,2026-03-11,RUH,TBS,RUH-TBS,Mobile App,Return,Leisure,No membership,2,1344,126,1470,89,Yes,46–90 days
B00433,C0158,2025-12-15,2026-01-09,TBS,RUH,TBS-RUH,Mobile App,One-way,Leisure,Basic,3,2076,275,2351,25,Yes,22–45 days
B00434,C0046,2025-02-14,2025-02-22,JED,CAI,JED-CAI,Website,Return,Leisure,Basic,1,672,94,766,8,Yes,8–21 days
B00435,C0195,2025-11-25,2026-02-20,DMM,JED,DMM-JED,Travel Agent,Return,Business,Silver,1,330,43,373,87,Yes,46–90 days
B00436,C0237,2025-09-09,2025-10-28,IST,RUH,IST-RUH,Mobile App,Return,Visiting friends and relatives,No membership,1,778,130,908,49,No,46–90 days
B00437,C0309,2025-10-24,2025-12-30,RUH,DXB,RUH-DXB,Mobile App,Return,Business,No membership,1,466,44,510,67,No,46–90 days
B00438,C0266,2025-09-04,2025-11-22,DMM,JED,DMM-JED,Travel Agent,One-way,Leisure,No membership,1,305,94,399,79,Yes,46–90 days
B00439,C0108,2025-03-15,2025-04-15,DXB,RUH,DXB-RUH,Website,One-way,Visiting friends and relatives,Basic,2,945,150,1095,31,Yes,22–45 days
B00440,C0282,2025-01-20,2025-04-18,RUH,DXB,RUH-DXB,Online Travel Agency,Return,Leisure,Silver,1,528,103,631,88,Yes,46–90 days
B00441,C0074,2025-09-22,2025-12-07,RUH,TBS,RUH-TBS,Mobile App,Return,Visiting friends and relatives,No membership,1,781,132,913,76,Yes,46–90 days
B00442,C0026,2025-02-14,2025-03-11,JED,RUH,JED-RUH,Online Travel Agency,One-way,Business,No membership,2,571,168,739,25,Yes,22–45 days
B00443,C0036,2025-08-21,2025-10-04,JED,RUH,JED-RUH,Online Travel Agency,One-way,Visiting friends and relatives,No membership,3,857,415,1272,44,Yes,22–45 days
B00444,C0067,2025-02-17,2025-02-21,DMM,JED,DMM-JED,Website,One-way,Leisure,No membership,3,1120,222,1342,4,Yes,1–7 days
B00445,C0107,2025-07-11,2025-07-20,CAI,JED,CAI-JED,Mobile App,Return,Leisure,No membership,1,725,48,773,9,Yes,8–21 days
B00446,C0009,2025-10-28,2026-01-05,CAI,JED,CAI-JED,Website,Return,Leisure,No membership,3,1661,275,1936,69,Yes,46–90 days
B00447,C0168,2025-03-21,2025-05-30,IST,RUH,IST-RUH,Website,One-way,Leisure,No membership,1,744,113,857,70,Yes,46–90 days
B00448,C0135,2025-07-03,2025-07-14,TBS,RUH,TBS-RUH,Website,One-way,Leisure,Silver,2,1618,122,1740,11,Yes,8–21 days
B00449,C0035,2025-05-10,2025-06-16,JED,DMM,JED-DMM,Website,Return,Leisure,Silver,1,269,132,401,37,Yes,22–45 days
B00450,C0079,2025-08-13,2025-10-08,JED,DMM,JED-DMM,Website,One-way,Leisure,No membership,1,276,49,325,56,Yes,46–90 days
B00451,C0225,2025-04-26,2025-05-02,JED,CAI,JED-CAI,Mobile App,Return,Business,Silver,1,835,88,923,6,Yes,1–7 days
B00452,C0296,2025-12-29,2026-03-19,JED,DMM,JED-DMM,Travel Agent,One-way,Leisure,Basic,2,588,241,829,80,Yes,46–90 days
B00453,C0130,2025-10-09,2025-12-24,RUH,IST,RUH-IST,Online Travel Agency,One-way,Business,Basic,1,762,84,846,76,Yes,46–90 days
B00454,C0281,2025-02-27,2025-03-28,JED,RUH,JED-RUH,Mobile App,Return,Leisure,Basic,1,288,120,408,29,Yes,22–45 days
B00455,C0104,2025-12-15,2026-01-16,RUH,DXB,RUH-DXB,Travel Agent,One-way,Business,No membership,1,545,66,611,32,Yes,22–45 days
B00456,C0144,2025-03-20,2025-06-17,JED,CAI,JED-CAI,Website,Return,Leisure,No membership,1,593,121,714,89,Yes,46–90 days
B00457,C0078,2025-12-31,2026-02-06,JED,RUH,JED-RUH,Travel Agent,One-way,Visiting friends and relatives,Gold,1,275,86,361,37,Yes,22–45 days
B00458,C0162,2025-01-11,2025-03-15,JED,DMM,JED-DMM,Travel Agent,One-way,Business,Gold,2,667,200,867,63,Yes,46–90 days
B00459,C0147,2025-05-24,2025-08-22,RUH,IST,RUH-IST,Website,Return,Leisure,Basic,1,732,101,833,90,Yes,46–90 days
B00460,C0052,2025-06-14,2025-08-21,JED,DMM,JED-DMM,Website,Return,Visiting friends and relatives,Basic,1,315,68,383,68,Yes,46–90 days
B00461,C0230,2025-07-05,2025-07-10,JED,RUH,JED-RUH,Website,One-way,Leisure,Basic,2,701,171,872,5,Yes,1–7 days
B00462,C0278,2025-06-12,2025-07-11,RUH,IST,RUH-IST,Website,One-way,Leisure,Basic,1,864,91,955,29,Yes,22–45 days
B00463,C0102,2025-11-19,2026-01-08,JED,DMM,JED-DMM,Website,One-way,Leisure,Silver,3,880,170,1050,50,Yes,46–90 days
B00464,C0131,2025-02-19,2025-05-11,RUH,TBS,RUH-TBS,Mobile App,One-way,Business,No membership,1,757,85,842,81,Yes,46–90 days
B00465,C0021,2025-10-10,2026-01-03,JED,DMM,JED-DMM,Website,One-way,Leisure,No membership,1,315,68,383,85,Yes,46–90 days
B00466,C0154,2025-03-07,2025-04-13,JED,DMM,JED-DMM,Website,One-way,Leisure,Silver,3,870,403,1273,37,Yes,22–45 days
B00467,C0109,2025-08-12,2025-10-06,RUH,DXB,RUH-DXB,Travel Agent,One-way,Leisure,No membership,4,1900,429,2329,55,Yes,46–90 days
B00468,C0280,2025-05-16,2025-07-15,RUH,JED,RUH-JED,Online Travel Agency,One-way,Leisure,Silver,1,285,61,346,60,Yes,46–90 days
B00469,C0286,2025-10-20,2025-10-23,RUH,IST,RUH-IST,Mobile App,Return,Leisure,Silver,2,2037,266,2303,3,Yes,1–7 days
B00470,C0324,2025-03-17,2025-05-14,TBS,RUH,TBS-RUH,Website,Return,Leisure,Basic,2,1601,200,1801,58,Yes,46–90 days
B00471,C0285,2025-03-04,2025-05-18,RUH,DXB,RUH-DXB,Website,Return,Visiting friends and relatives,Silver,1,540,78,618,75,Yes,46–90 days
B00472,C0209,2025-04-15,2025-07-01,JED,DMM,JED-DMM,Mobile App,One-way,Visiting friends and relatives,No membership,2,515,133,648,77,No,46–90 days
B00473,C0153,2025-10-01,2025-12-20,JED,CAI,JED-CAI,Online Travel Agency,One-way,Leisure,Basic,2,1352,228,1580,80,Yes,46–90 days
B00474,C0012,2025-06-15,2025-09-12,JED,RUH,JED-RUH,Website,One-way,Leisure,Silver,2,567,164,731,89,Yes,46–90 days
B00475,C0016,2025-12-12,2025-12-17,RUH,TBS,RUH-TBS,Website,Return,Leisure,Silver,1,1043,77,1120,5,Yes,1–7 days
B00476,C0047,2025-07-30,2025-10-18,IST,RUH,IST-RUH,Website,One-way,Visiting friends and relatives,Basic,1,762,137,899,80,Yes,46–90 days
B00477,C0223,2025-02-07,2025-03-10,RUH,JED,RUH-JED,Mobile App,One-way,Leisure,No membership,2,502,141,643,31,No,22–45 days
B00478,C0265,2025-07-27,2025-09-13,CAI,JED,CAI-JED,Online Travel Agency,Return,Visiting friends and relatives,No membership,2,1328,301,1629,48,No,46–90 days
B00479,C0044,2025-03-16,2025-04-22,DXB,RUH,DXB-RUH,Website,One-way,Leisure,No membership,2,985,225,1210,37,Yes,22–45 days
B00480,C0272,2025-03-22,2025-06-04,DMM,JED,DMM-JED,Mobile App,Return,Visiting friends and relatives,No membership,1,319,117,436,74,Yes,46–90 days
B00481,C0144,2025-07-12,2025-07-27,JED,DMM,JED-DMM,Website,One-way,Business,No membership,1,338,48,386,15,Yes,8–21 days
B00482,C0127,2025-12-23,2026-02-07,JED,DMM,JED-DMM,Travel Agent,One-way,Business,Silver,1,319,89,408,46,Yes,46–90 days
B00483,C0094,2025-06-30,2025-09-07,TBS,RUH,TBS-RUH,Website,Return,Visiting friends and relatives,No membership,2,1596,122,1718,69,Yes,46–90 days
B00484,C0045,2025-09-05,2025-11-05,RUH,TBS,RUH-TBS,Mobile App,One-way,Leisure,No membership,1,800,51,851,61,Yes,46–90 days
B00485,C0085,2025-09-22,2025-11-02,JED,RUH,JED-RUH,Online Travel Agency,One-way,Leisure,Basic,2,513,160,673,41,Yes,22–45 days
B00486,C0078,2025-02-28,2025-04-07,TBS,RUH,TBS-RUH,Travel Agent,One-way,Visiting friends and relatives,Silver,2,1560,263,1823,38,Yes,22–45 days
B00487,C0028,2025-09-04,2025-10-04,DXB,RUH,DXB-RUH,Online Travel Agency,Return,Leisure,Basic,1,460,54,514,30,Yes,22–45 days
B00488,C0065,2025-02-04,2025-02-18,RUH,DXB,RUH-DXB,Website,Return,Leisure,No membership,1,511,126,637,14,Yes,8–21 days
B00489,C0049,2025-06-10,2025-07-12,RUH,TBS,RUH-TBS,Online Travel Agency,Return,Leisure,Basic,1,780,72,852,32,Yes,22–45 days
B00490,C0074,2025-01-18,2025-01-31,TBS,RUH,TBS-RUH,Mobile App,Return,Leisure,Silver,1,906,111,1017,13,Yes,8–21 days
B00491,C0097,2025-04-29,2025-05-30,DMM,JED,DMM-JED,Mobile App,Return,Leisure,Basic,1,283,91,374,31,Yes,22–45 days
B00492,C0076,2025-09-29,2025-12-12,JED,RUH,JED-RUH,Mobile App,One-way,Leisure,Basic,2,492,120,612,74,Yes,46–90 days
B00493,C0078,2025-10-17,2025-11-04,CAI,JED,CAI-JED,Online Travel Agency,One-way,Leisure,Basic,4,2768,307,3075,18,Yes,8–21 days
B00494,C0057,2025-05-30,2025-08-23,JED,RUH,JED-RUH,Online Travel Agency,One-way,Visiting friends and relatives,Basic,3,805,348,1153,85,Yes,46–90 days
B00495,C0239,2025-11-06,2025-11-25,TBS,RUH,TBS-RUH,Website,Return,Leisure,No membership,2,1719,173,1892,19,No,8–21 days
B00496,C0277,2025-12-25,2026-01-12,DXB,RUH,DXB-RUH,Mobile App,Return,Visiting friends and relatives,Silver,1,542,104,646,18,Yes,8–21 days
B00497,C0137,2025-12-27,2026-01-22,RUH,DXB,RUH-DXB,Website,One-way,Leisure,Basic,2,1020,219,1239,26,Yes,22–45 days
B00498,C0254,2025-12-03,2026-02-16,DMM,JED,DMM-JED,Online Travel Agency,One-way,Leisure,Basic,1,278,118,396,75,Yes,46–90 days
B00499,C0045,2025-04-18,2025-06-24,JED,DMM,JED-DMM,Website,Return,Visiting friends and relatives,Silver,2,638,172,810,67,Yes,46–90 days
B00500,C0209,2025-02-03,2025-02-11,DMM,JED,DMM-JED,Website,Return,Leisure,Basic,1,331,59,390,8,Yes,8–21 days
